id,ru,en,info
809,сооте́чественник,compatriot,
849,сооте́чественник,compatriot,
810,соотноше́ние,correlation,
850,соотноше́ние,correlation,
811,сопоставля́ть,to compare,"нсв I — сопоста́вить (сопоста́влю, сопоста́вишь) св II"
851,сопоставля́ть,to compare,"нсв I — сопоста́вить (сопоста́влю, сопоста́вишь) св II"
812,сопротивля́ться,"to resist, to oppose",нсв I
852,сопротивля́ться,"to resist, to oppose",нсв I
813,соревнова́ние,competition,
853,соревнова́ние,competition,
814,сори́ть,to drop litter,нсв II — насори́ть св II
854,сори́ть,to drop litter,нсв II — насори́ть св II
815,со́рок,forty,
855,со́рок,forty,
816,сорт,"grade, quality",
856,сорт,"grade, quality",
817,сосе́д,neighbour,мн.ч. сосе́ди; сосе́дка; р.п. мн.ч. сосе́док
857,сосе́д,neighbour,мн.ч. сосе́ди; сосе́дка; р.п. мн.ч. сосе́док
818,сосе́дний,neighbouring,"(-яя, -ее, -ие)"
858,сосе́дний,neighbouring,"(-яя, -ее, -ие)"
819,соси́ска,sausage,р.п. мн.ч. соси́сок
859,соси́ска,sausage,р.п. мн.ч. соси́сок
820,соску́читься,"to miss, to become bored",св II
860,соску́читься,"to miss, to become bored",св II
821,сосна́,pine tree,р.п. мн.ч. со́сен
861,сосна́,pine tree,р.п. мн.ч. со́сен
822,сосредота́чиваться,"to concentrate, to focus",нсв I — сосредото́читься св II
862,сосредота́чиваться,"to concentrate, to focus",нсв I — сосредото́читься св II
823,составля́ть,"to form, to construct, to draw up","нсв I — соста́вить (соста́влю, соста́вишь) св II"
863,составля́ть,"to form, to construct, to draw up","нсв I — соста́вить (соста́влю, соста́вишь) св II"
824,состоя́ние,condition,
864,состоя́ние,condition,
825,состоя́ть,"to be, to consist
1) The concert consisted of two parts.
2) He wasn’t a member of any organization.","только нсв II
 1) из чего? — Конце́рт состоя́л из двух часте́й.
 2) в чём? — Он не состоя́л ни в одно́й организа́ции."
865,состоя́ть,"to be, to consist
1) The concert consisted of two parts.
2) He wasn’t a member of any organization.","только нсв II
 1) из чего? — Конце́рт состоя́л из двух часте́й.
 2) в чём? — Он не состоя́л ни в одно́й организа́ции."
826,состоя́ться,to take place,(1 и 2 л. не употр.) только св II
866,состоя́ться,to take place,(1 и 2 л. не употр.) только св II
827,со́товый,"cellular — cellular phone, cellular communications","(-ая) — телефо́н, связь"
867,со́товый,"cellular — cellular phone, cellular communications","(-ая) — телефо́н, связь"
829,сотру́дник,"worker, colleague",
869,сотру́дник,"worker, colleague",
828,сотру́дничать,"to work, to contribute",только нсв I
868,сотру́дничать,"to work, to contribute",только нсв I
830,сотру́дничество,cooperation,только ед.ч.
870,сотру́дничество,cooperation,только ед.ч.
831,со́ус,sauce,
871,со́ус,sauce,
832,со́хнуть,"to dry out, to get dry",нсв I — вы́сохнуть св I
872,со́хнуть,"to dry out, to get dry",нсв I — вы́сохнуть св I
833,сохраня́ть,"to keep, to preserve",нсв I — сохрани́ть св II
873,сохраня́ть,"to keep, to preserve",нсв I — сохрани́ть св II
834,социали́зм,socialism,только ед.ч.
874,социали́зм,socialism,только ед.ч.
835,социалисти́ческий,socialist,"(-ая, -ое, -ие)"
875,социалисти́ческий,socialist,"(-ая, -ое, -ие)"
836,социа́льный,social,"(-ая, -ое, -ые)"
876,социа́льный,social,"(-ая, -ое, -ые)"
837,социо́лог,sociologist,
877,социо́лог,sociologist,
838,социоло́гия,sociology,только ед.ч.
878,социоло́гия,sociology,только ед.ч.
839,со́чный,"juicy, lush, rich","(-ая, -ое, -ые)"
879,со́чный,"juicy, lush, rich","(-ая, -ое, -ые)"
840,сочу́вствие,sympathy,только ед.ч.
880,сочу́вствие,sympathy,только ед.ч.
841,сочу́вствовать,to sympathize,"(сочу́вствую, сочу́вствуешь) нсв I — посочу́вствовать (посочу́вствую, посочу́вствуешь) св I"
881,сочу́вствовать,to sympathize,"(сочу́вствую, сочу́вствуешь) нсв I — посочу́вствовать (посочу́вствую, посочу́вствуешь) св I"
722,сти́мул,incentive,
723,стипе́ндия,"scholarship, grant",
724,стира́ть,"to wash, to launder","нсв I — постира́ть, вы́стирать св I"
725,стихи́,"verse, lines",мн.ч.
726,стихотворе́ние,poem,
727,сто,one hundred,
728,сто́ить,"to cost, to be worth
1) How does the jacket cost?
2) This is worth seeing.","только нсв II
 1) Ско́лько сто́ит пиджа́к?
 2) Это сто́ит уви́деть."
729,стол,table,
730,столб,"post, pole, pillar, column",
731,столи́ца,capital,
732,столо́вая,canteen,сущ.
733,сто́лько,"so much, so many",
734,стомато́лог,dental surgeon,
735,сторона́,side,
736,стоя́ть,to stay,"(стою́, стои́шь) нсв II"
737,страда́ть,to suffer,только нсв I
738,страна́,country,
739,страни́ца,page,
740,стра́нный,strange; srangely,"(-ая, -ое, -ые); стра́нно"
741,стра́стный,passionate; passionately,"(-ая, -ое, -ые); стра́стно"
742,страх,"fear, terror",
743,страхо́вка,insurance,р.п. мн.ч. страхо́вок
744,стра́шный,horrible; horribly,"(-ая, -ое, -ые); стра́шно"
745,стреля́ть,to shoot,нсв I — вы́стрелить св II
746,стреми́ться,"to aspire, to seek","(стремлю́сь, стреми́шься) только нсв II + инф."
747,стри́жка,"haircut, hair cutting",р.п. мн.ч. стри́жек
748,стри́чься,"to have one’s hair cut, to cut one’s hair","(стригу́сь, стрижёшься) нсв I — постри́чься (по стригу́сь, пострижёшься) св I"
749,стро́гий,strict; strictly; stricter,"(-ая, -ое, -ие); стро́го; сравн.ст. стро́же"
750,строи́тель,builder,
751,строи́тельный,building,"(-ая, -ое, -ые)"
752,строи́тельство,building,только ед.ч.
753,стро́ить,to build,нсв II — постро́ить св II
754,стро́йка,"construction, building",р.п. мн.ч. стро́ек
755,стро́йный,"slim, well-proportioned","(-ая, -ое, -ые)"
756,стро́чка,line,р.п. мн.ч. стро́чек
757,структу́ра,structure,
758,студе́нт,student,"студе́нтка; р.п. мн.ч. студе́нток, сущ."
759,студе́нческий,student,"(-ая, -ое, -ие); прил."
760,стул,chair,мн.ч. сту́лья
761,стуча́ть,to knock,нсв II — постуча́ть св II
683,сты́дно,shameful; it’s shame,
682,стюарде́сса,stewardess,
684,суббо́та,Saturday,
685,субъекти́вный,subjective; subjectively,"(-ая, -ое, -ые); субъекти́вно"
686,сувени́р,souvenir,
687,суверените́т,sovereignty,
688,сувере́нный,sovereign,"(-ая, -ое, -ые)"
689,суд,"court, trial",
690,суди́ть,"to judge, to referee","(сужу́, су́дишь) нсв II"
691,судьба́,"fate, fortune",р.п. мн.ч. су́деб
692,судья́,"judge, referee",
693,сумасше́дший,mad,"-ая, -ее, -ие"
694,су́мка,bag,р.п. мн.ч. су́мок
695,су́мма,sum,
696,суп,soup,
697,су́тки,twenty four hours,"только мн.ч., р.п. су́ток"
698,сухо́й,"dry, cold
1) dry linen
2) cold person","(-а́я, -о́е, -и́е)
1) сухо́е бельё
2) сухо́й челове́к"
699,суши́ть,"to dry, to drain",нсв II — вы́сушить св II
700,су́шка,sooshka (ring-shaped cracker) — tasty sooshka,р.п. мн.ч. су́шек — вку́сная су́шка
701,существова́ть,"to be, to exist","(существу́ю, существу́ешь) нсв I"
702,сходи́ть,"to go down, to come off, to get off — to go down, to get
out of the way","1 (схожу́, схо́дишь) нсв II — сойти́ (сойду́, сойдёшь; прош.вр. сошёл, сошла́, сошли́) св I — сойти́ вниз, сойти́ с доро́ги"
703,сходи́ть,to go (and come back) — to go to the shop,"2 (схожу́, схо́дишь) только св II — сходи́ть в магази́н"
704,схо́дство,similarity,только ед.ч.
705,сце́на,scene,
706,счастли́вый,lucky; luckily,"(-ая, -ое, -ые); сча́стливо и счастли́во"
707,сча́стье,luck,только ед.ч.
708,счёт,"account, invoice, bill, score
1) A bill, please!
2) The match ended with a score of 2:1.","1) Да́йте счёт, пожа́луйста!
2) Матч прошёл со счётом 2:1."
709,счита́ть,"to count, to consider
1) He can count till 10.
2) He consider him an amazing man.","нсв I — посчита́ть св I 
1) Он счита́ет до 10.
2) Он счита́ем его́ прекра́сным челове́ком."
710,счита́ться,to be considered,нсв I
711,съезд,"congress, conference",
712,съе́здить,to go (and come back),"(съе́зжу, съе́здишь) только св II"
713,съезжа́ть,to go down,"нсв I — съе́хать (съе́ду, съе́дешь) св I"
714,сын,son,мн.ч. сыновья́
715,сыр,cheese,
716,сыро́й,"damp, raw, unfinished; it’s damp
1) damp weather
2) raw fruits
3) unfinished article","(-а́я, -о́е, -ы́е); сы́ро
1) сыра́я пого́да
2) сыры́е фру́кты
3) сыра́я статья́"
717,сы́тый,"full, satisfied","(-ая, -ое, -ые); кр.ф. сыт, (-а́, -ы)"
718,сюда́,here,
719,таба́к,tobacco,только ед.ч.
720,табле́тка,"tablet, pill",р.п. мн.ч. табле́ток
721,табли́ца,"table, schedule",
642,таз,bowl,
643,тайга́,taiga,только ед.ч.
644,та́йна,mystery,
645,та́йный,secret; secretly,"(-ая, -ое, -ые); та́йно"
646,так,"so, like this",
647,так как,"as, since",
648,та́кже,"also, too",
649,таки́м о́бразом,so,
650,тако́й,such,"(-а́я, -о́е, -и́е)"
651,такси́,taxi,"ср.р., неизм."
652,такси́ст,taxi driver,
653,такти́чный,tactful; delicately,"(-ая, -ое, -ые); такти́чно"
654,тала́нт,talent,
655,тала́нтливый,"talented; ably, it’s talented","(-ая, -ое, -ые); тала́нтливо"
656,там,there,
657,тамо́женник,customs official,
658,тамо́жня,customs,
659,та́нец,dance,р.п. та́нца
660,танцева́ть,to dance,"(танцу́ю, танцу́ешь) нсв I"
661,та́почки,slippers,"мн. ч. р.п. та́почек (та́пки мн.ч., р.п. та́пок)"
662,тарака́н,cockroach,
663,таре́лка,plate,р.п. мн.ч. таре́лок
664,тащи́ть,"to drag, to pull",нсв II кого? что?
665,твёрдый,"hard, firm; firmly; firmer
1) hard surface
2) firm character","(-ая, -ое, -ые); твёрдо сравн.ст. твёрже
1) твёрдая пове́рхность
2) твёрдый хара́ктер"
666,твой,your,"(твоя́, твоё, твои́)"
667,тво́рчество,creation,только ед.ч.
668,теа́тр,theatre,
669,театра́льный,"theatre, theatrical","(-ая, -ое, -ые)"
670,те́зис,thesis,
671,текст,text,
672,телеви́дение,television,только ед.ч.
673,телеви́зор,TV-set,
674,телегра́мма,telegram,
675,телегра́ф,"telegraph, telegraph office",
676,телефо́н,telephone,
677,те́ло,body,
678,телохрани́тель,bodyguard,
679,те́ма,theme,
680,темне́ть,"to grow dark, to darken",нсв I — потемне́ть св I
630,тёмный,dark; it is dark,"(-ая, -ое, -ые); темно́"
681,темпера́мент,temperament,
602,темпера́ментный,"spirited, excitable, hot","(-ая, -ое, -ые)"
603,температу́ра,temperature,
604,тенде́нция,tendency,
605,те́ннис,tennis,только ед.ч.
606,тенниси́ст,tennis player,
607,тень,"shadow, shade",ж.р.
608,теорети́ческий,theoretic; theoretically,"(-ая, -ое, -ие); теорети́чески"
609,тео́рия,theory,
610,тепе́рь,"now, at present",
611,тепле́ть,to get warm,(1 и 2 л. не употр.) нсв I — потепле́ть (1 и 2 л. не употр.) св I
612,теплохо́д,motor ship,
631,тёплый,"warm; it is warm, warmly","(-ая, -ое, -ые); тепло́"
613,терапе́вт,therapist,
614,тере́ть,to rub,"(тру, трёшь) нсв I — потере́ть (потру́, потрёшь) св I"
615,термо́метр,thermometer,
616,терпели́вый,patient; patiently,"(-ая, -ое, -ые); терпели́во"
617,терпе́ть,"to endure, to suffer","(терплю́, те́рпишь) нсв II"
618,террито́рия,territory,
619,террори́зм,terrorism,только ед.ч.
620,террори́ст,terrorist,
621,теря́ть,to lose,нсв I — потеря́ть св I
622,теря́ться,to lose one’s head/nerve,нсв I — растеря́ться св I
623,те́сный,"narrow, tight; narrowly, tightly","(-ая, -ое, -ые); те́сно"
624,тест,test,
625,те́сто,"dough, pastry",только ед.ч.
626,тетра́дь,copybook,ж.р.
632,тётя,aunt,
627,те́хника,technique,только ед.ч.
628,техни́ческий,technical,"(-ая, -ое, -ие)"
629,течь,"to flow
1) The stream flows.
2) Water flows from the tap.
3) Time passes.","(теку́, течёшь) нсв I
1) Руче́й течёт.
2) Вода́ течёт из кра́на.
3) Вре́мя течёт."
633,тигр,tiger,
634,типи́чный,typical; typically,"(-ая, -ое, -ые); типи́чно; кр.ф. типи́чен, типи́чна, -о, -ы"
635,ти́хий,"quiet, still, calm; quietly; quieter
1) still sound
2) calm weather
3) quiet person","(-ая, -ое, -ие); ти́хо сравн.ст. ти́ше
1) ти́хий звук
2) ти́хая пого́да
3) ти́хий челове́к"
636,тишина́,silence,только ед.ч.
637,ткань,"fabric, cloth",ж.р.
641,то́ есть,"that is, i.e.",
638,това́р,"commodity, wares, goods",
639,това́рищ,friend,
640,тогда́,"then, at that time",
562,то́же,"too, also",
563,толка́ть,"to push, to shove",нсв I — толкну́ть св I
564,толпа́,crowd,
565,то́лстый,thick; thicker,"(-ая, -ое, -ые) сравн.ст. то́лще"
566,то́лько,"only, merely",
567,то́лько что,just,
568,то́нкий,thin; thinly; thinner,"-ая, -ое, -ие; то́нко; сравн.ст. то́ньше"
569,тонне́ль,tunnel,
570,тону́ть,"to drown, to sink",нсв I — утону́ть св I
571,торго́вля,"trade, commerce",только ед.ч.
572,торже́ственный,"ceremonial, festive, solemn; solemnly","(-ая, -ое, -ые); торже́ственно"
573,тормози́ть,to brake,"(торможу́, тормози́шь) нсв II — затормози́ть (заторможу́, затормози́шь) св II"
574,торт,cake,
575,тост,toast (to smb.’s health),
576,тот,"that, those","(та, то, те)"
577,то́чка,point,р.п. мн.ч. то́чек
578,то́чность,"exactness, precision","ж.р., только ед.ч."
579,то́чный,exact; exactly,"(-ая, -ое, -ые); то́чно"
580,тошни́ть,to feel sick,нсв II безл.
581,трава́,grass,
582,тра́вма,trauma,
583,траге́дия,tragedy,
584,траги́ческий,tragic; tragically,"(-ая, -ое, -ие); траги́чески"
585,традицио́нный,traditional; traditionally,"(-ая, -ое, -ые); традицио́нно"
586,тради́ция,tradition,
587,тра́ктор,tractor,
588,трамва́й,tramway,
589,тра́нспорт,transport,только ед.ч.
590,тра́тить,"to spend, to expend","(тра́чу, тра́тишь) нсв II — истра́тить (истра́чу, истра́тишь) св II; потра́тить (потра́чу, потра́тишь) св II"
591,тра́ур,mourning,только ед.ч.
592,тре́бование,"demand, request",
593,тре́бовательный,demanding; in a demanding manner,"(-ая, -ое, -ые); тре́бовательно"
594,тре́бовать,to demand,"(тре́бую, тре́буешь) нсв I — потре́бовать (потре́бую, потре́буешь) св I + инф."
595,тре́боваться,"to be needed, to be required","(тре́буюсь, тре́буешься) нсв I — потре́боваться (потре́буюсь, потре́буешься) св I"
596,трево́жный,"anxious, alarming","(-ая, -ое, -ые)"
597,тре́нер,"trainer, coach",
598,тренирова́ться,to train,"(трениру́юсь, трениру́ешься) нсв I"
599,трениро́вка,training,р.п. мн.ч. трениро́вок
600,треска́,cod,только ед.ч.
601,тре́тий,third,"тре́тья, тре́тье; тре́тьи"
522,треть,third (part),ж.р.
523,тре́щина,"crack, split",
524,три,three,
525,три́дцать,thirty,
526,три́жды,"three times, thrice",
527,трина́дцать,thirteen,
528,три́ста,three hundred,
529,тро́гать,to touch,нсв I — потро́гать св I
530,тро́гаться,"to start, to make a move",нсв I — тро́нуться св I
531,тро́е,three (men),
532,тро́йка,three (“satisfactory”),р.п. мн.ч. тро́ек разг.
533,тролле́йбус,trolleybus,
534,тротуа́р,pavement,
535,труба́,trumpet (musical instrument),
536,тру́бка,"pipe — tobacco pipe, receiver","р.п. мн.ч. тру́бок — кури́тельная тру́бка, тру́бка телефо́на"
537,труд,"work, labour, difficulty, trouble
1) physical labour
2) to more with difficulty
3) famous works","1) тяжёлый труд
2) передвига́ться с трудо́м
3) изве́стные труды́"
538,труди́ться,"to work, to labour","(тружу́сь, тру́дишься) нсв II"
539,тру́дность,difficulty,ж.р.
540,тру́дный,difficult; it is difficult,"(-ая, -ое, -ые); тру́дно"
541,трудолюби́вый,industrious,"(-ая, -ое, -ые)"
542,трус,coward,
543,трусли́вый,cowardly; cowardly,"(-ая, -ое, -ые); трусли́во"
544,трусы́,"panties, knickers",мн.ч.
545,тря́пка,"rag, duster",р.п. мн.ч. тря́пок
546,туале́т,toilet,
547,туда́,"there, that way",
548,тума́н,fog,
549,ту́мбочка,bedside table,р.п. мн.ч. ту́мбочек
550,тупи́к,"blind alley, deadlock",
551,тупо́й,"blunt, obtuse, dull
1) blunt knife
2) obtuse angle
3) dull person","(-а́я, -о́е, -ы́е)
1) тупо́й нож
2) тупо́й у́гол
3) тупо́й челове́к"
552,тури́зм,tourism,только ед.ч.
553,тури́ст,tourist,сущ.
554,туристи́ческий,tourist,"(-ая, -ое, -ие): прил."
555,тут,here,
556,ту́фли,shoes,"мн.ч., р.п. мн.ч. ту́фель"
557,ту́ча,(black) cloud,
558,туши́ть,"to extinguish, to turn off, to stew
1) to extinguish the fire
2) to turn off the light
3) to stew dish","нсв II — потуши́ть св II 
1) туши́ть пожа́р
2) потуши́ть свет
3) туши́ть блю́до"
559,тща́тельный,"thorough, careful; thoroughly","(-ая, -ое, -ые); тща́тельно"
560,ты,you,
561,ты́ква,pumpkin,
482,ты́сяча,thousand,
483,тюльпа́н,tulip,
484,тюрьма́,prison,р.п. мн.ч. тю́рем
485,тяжёлый,"hard, heavy, severe, bad; hardly, heavily
1) heavy luggage
2) hard work
3) bad temper
4) severe case","(-ая, -ое, -ые); тяжело
1) тяжёлый бага́ж
2) тяжёлый труд
3) тяжёлый хара́ктер
4) тяжёлый слу́чай"
486,тяну́ть,"to pull, to draw",нсв I — потяну́ть св I
487,у,"to, at, by, from
1) Let’s meet by the store.
2) I have this book.
3) I was at doctor’s.
4) She learnt cooking from her mother.
5) We need to find out from Ivan about the concert.","с р.п.
1) где? — Встре́тимся у магази́на.
2) у кого? — У меня́ есть э́та кни́га.
3) где? (у кого?) — Я был у до́ктора.
4) у кого? — Она́ учи́лась гото́вить у ма́мы.
5) у кого? — О конце́рте на́до узна́ть у Ива́на."
488,убега́ть,to run away,"нсв I — убежа́ть (убегу́, убежи́шь) св I"
489,убеди́тельный,"convincing, pressing; convinsingly","(-ая, -ое, -ые); убеди́тельно"
490,убежда́ть,to convince,"нсв I — убеди́ть (1 л. ед.ч. не употр., убеди́шь) св II"
491,убежда́ться,to be convinced,нсв I — убеди́ться (1 л. ед.ч. не употр.) св II
492,убеждён,convinced,"убеждена́, убеждены́ кр.ф."
493,убива́ть,to kill,"нсв I — уби́ть (убью́, убьёшь) св I"
494,уби́йство,"killing, murder",
495,убира́ть,to take away,"нсв I — убра́ть (уберу́, уберёшь) св I"
496,убо́рка,"tidying up, gathering",р.п. мн.ч. убо́рок
497,убо́рщица,cleaner (she),
498,уважа́емый,"dear, honourable","(-ая, -ое, -ые)"
499,уважа́ть,"to respect, to esteem",нсв I
500,уваже́ние,respect,
501,увели́чивать,"to increase, to enlarge",нсв I — увели́чить св I
502,увели́чиваться,"to increase, to grow",нсв I — увели́читься св II
503,уве́ренность,confidence,"ж.р., только ед.ч."
504,уве́ренный,"confident; confidently, sure; with decision; assured","(-ая, -ое, -ые); уве́ренно; кр.ф. уве́рен, -а, -о, -ы"
505,увлека́тельный,fascinating; it’s fascinating,"(-ая, -ое, -ые); увлека́тельно"
506,увлека́ться,"to be carried away, to take interest","нсв I — увле́чься (увлеку́сь, увлечёшься) св I"
507,увлече́ние,"enthusiasm, animation",
508,уводи́ть,to lead away,"(увожу́, уво́дишь) нсв II — увести́ (уведу́, уведёшь) св I"
509,увози́ть,to take away,"(увожу́, уво́зишь) нсв II — увезти́ (прош.вр. увёз, увезла́, увезли́) св I"
510,увольня́ть,"to dismiss, to fire",нсв I — уво́лить св II
511,увольня́ться,"to resign, to retire",нсв I — уво́литься св II
512,уга́дывать,to guess,нсв I — угада́ть св I
513,угова́ривать,"to persuade, to talk into",нсв I — уговори́ть св II
514,у́гол,"corner, angle",р.п. ед.ч. угла́; мн.ч. углы́
515,у́голь,coal,р.п. ед.ч. у́гля и угля́
516,угоня́ть,"to steal, to hijack",нсв I — угна́ть св II
517,угоща́ть,"to treat someone, to entertain","нсв I — угости́ть (угощу́, угости́шь) св II"
518,удава́ться,"to succeed, to turn out well","(1 и 2 л. не употр., удаётся) нсв I — уда́ться св I + инф."
519,удаля́ть,to remove,нсв I — удали́ть св II
520,уда́р,"blow, hit",
521,ударе́ние,"accent, stress",
442,уда́рить,"to strike, to hit",св II
443,уда́риться,"to strike against, to hit",св II
444,уда́ча,"good luck, success",
445,уда́чливый,"lucky, successful","(-ая, -ое, -ые)"
446,уда́чный,"successful, good; successfully","(-ая, -ое, -ые); уда́чно"
447,удиви́тельный,surprising; surprisingly,"(-ая, -ое, -ые); удиви́тельно"
448,удивле́ние,"surprise, amazement",только ед.ч.
449,удивля́ться,to wonder,"нсв I — удиви́ться (удивлю́сь, удиви́шься) св II"
450,удо́бно,"comfortably, it is convenient
1) It is comfortable to sit here.
2) Is it convenient for you to meet at 5 o’clock?","1) Здесь удо́бно сиде́ть.
2) Вам удо́бно встре́титься в 5 часо́в?"
451,удо́бный,"comfortable, convenient; comfortably
 1) comfortable sofa
 2) convenient time","(-ая, -ое, -ые); удо́бно
1) удо́бный дива́н
2) удо́бное вре́мя"
452,удовлетвори́тельный,satisfactory; satisfactorily,"(-ая, -ое, -ые); удовлетвори́тельно"
453,удово́льствие,"pleasure
— With pleasure!",— С удово́льствием!
454,у́дочка,fishing rod,р.п. мн.ч. у́дочек
455,уезжа́ть,"to leave, to depart","нсв I — уе́хать (уе́ду, уе́дешь) св I"
456,у́́жас,"horror, terror",
457,ужа́сный,"terrible, horrible; terribly, horribly","(-ая, -ое, -ые); ужа́сно"
458,уже́,"already, by this time",
459,у́жин,supper,
460,у́жинать,to have supper,нсв I — поу́жинать св I
461,у́зкий,"tight, narrow; narrowly; tighter
1) narrow road
2) tight trousers","(-ая, -ое, -ие); у́зко сравн. ст. у́же
1) у́зкая доро́га
2) у́зкие брю́ки"
462,узнава́ть,"to find out, to recognize
1) We have to find out the decision of the committee.
2) He has changed, I hardly recognized him.","(узнаю́, узнаёшь) нсв I — узна́ть св I 
1) На́до узна́ть о реше́нии комите́та.
2) Он измени́лся, я с трудо́м его́ узна́л."
463,указа́тель,"indicator, sign, index",
464,укла́дывать,to lay,нсв I — уложи́ть св II
465,уко́л,prick,
466,украша́ть,to decorate,"нсв I — укра́сить (укра́шу, укра́сишь) св II"
467,украше́ние,decoration,
469,укрепле́ние,strengthening,только ед.ч.
468,укрепля́ть,to strengthen,"нсв I — укрепи́ть (укреплю́, укрепи́шь) св II"
470,у́ксус,vinegar,только ед.ч.
471,укуси́ть,"to bite, to sting","(укушу́, уку́сишь) св II"
472,улета́ть,to fly away,"нсв I — улете́ть (улечу́, улети́шь) св II"
473,у́лица,street,
474,улучша́ть,"to improve, to make better",нсв I — улу́чшить св II
475,улучша́ться,"to ameliorate, to improve",нсв I — улу́чшиться cв II (1 и 2 л. не употр.)
476,улучше́ние,improvement,
477,улыба́ться,to smile,гл.; нсв I — улыбну́ться св I
478,улы́бка,smile,сущ.; р.п. мн.ч. улы́бок
479,ум,"mind, intellect",
480,уме́ние,"ability, skill",
481,уменьша́ться,to reduce,нсв I — уме́ньшиться св II
362,уме́ть,to be able,нсв I — суме́ть св I + инф.
402,уме́ть,to be able,нсв I — суме́ть св I + инф.
363,умира́ть,to die,"нсв I — умере́ть (умру́, умрёшь; прош.вр. у́мер, умерла́, у́мерли) св I"
403,умира́ть,to die,"нсв I — умере́ть (умру́, умрёшь; прош.вр. у́мер, умерла́, у́мерли) св I"
364,у́мный,clever; cleverly,"(-ая, -ое, -ые); у́мно"
404,у́мный,clever; cleverly,"(-ая, -ое, -ые); у́мно"
365,умоля́ть,"to beg, to entreat",нсв I
405,умоля́ть,"to beg, to entreat",нсв I
366,умыва́ться,to wash (oneself),"нсв I — умы́ться (умо́юсь, умо́ешься) св I"
406,умыва́ться,to wash (oneself),"нсв I — умы́ться (умо́юсь, умо́ешься) св I"
367,универма́г,supermarket,
407,универма́г,supermarket,
368,универса́льный,"universal, versatile, multi-purpose","(-ая, -ое, -ые)"
408,универса́льный,"universal, versatile, multi-purpose","(-ая, -ое, -ые)"
369,университе́т,university,сущ.
409,университе́т,university,сущ.
370,университе́тский,university,"прил.; (-ая, -ое, -ие)"
410,университе́тский,university,"прил.; (-ая, -ое, -ие)"
371,унижа́ть,to humiliate,"нсв I — уни́зить (уни́жу, уни́зишь) св II"
411,унижа́ть,to humiliate,"нсв I — уни́зить (уни́жу, уни́зишь) св II"
372,униже́ние,humiliation,
412,униже́ние,humiliation,
373,уника́льный,unique,"(-ая, -ое, -ые)"
413,уника́льный,unique,"(-ая, -ое, -ые)"
374,уничтожа́ть,"to destroy, to annihilate",нсв I — уничто́жить св II
414,уничтожа́ть,"to destroy, to annihilate",нсв I — уничто́жить св II
375,уноси́ть,"to take away, to carry away","(уношу́, уно́сишь) нсв II — унести́ (унесу́, унесёшь; прош.вр. унёс, унесла́, унесли́) св I"
415,уноси́ть,"to take away, to carry away","(уношу́, уно́сишь) нсв II — унести́ (унесу́, унесёшь; прош.вр. унёс, унесла́, унесли́) св I"
376,упакова́ть,to pack,"(упаку́ю, упаку́ешь) св I"
416,упакова́ть,to pack,"(упаку́ю, упаку́ешь) св I"
377,употребля́ть,"to use, to apply","нсв I — употреби́ть (употреблю́, употреби́шь) св II"
417,употребля́ть,"to use, to apply","нсв I — употреби́ть (употреблю́, употреби́шь) св II"
378,употребля́ться,to be used,нсв I
418,употребля́ться,to be used,нсв I
379,управле́ние,"management, administration, office
1) Management of the country is a complex process.
2) My father works in the building office.","1) только ед.ч. — Управле́ние страно́й — сло́жный проце́сс.
2) Мой оте́ц рабо́тает в строи́тельном управле́нии."
419,управле́ние,"management, administration, office
1) Management of the country is a complex process.
2) My father works in the building office.","1) только ед.ч. — Управле́ние страно́й — сло́жный проце́сс.
2) Мой оте́ц рабо́тает в строи́тельном управле́нии."
380,управля́ть,to manage,нсв I
420,управля́ть,to manage,нсв I
381,упражне́ние,exercise,
421,упражне́ние,exercise,
382,упрека́ть,to reproach,нсв I — упрекну́ть св I
422,упрека́ть,to reproach,нсв I — упрекну́ть св I
383,упроща́ть,to simplify,"нсв I — упрости́ть (упрощу́, упрости́шь) св II"
423,упроща́ть,to simplify,"нсв I — упрости́ть (упрощу́, упрости́шь) св II"
384,упря́мый,"stubborn, persistent; stubbornly","(-ая, -ое, -ые); упря́мо"
424,упря́мый,"stubborn, persistent; stubbornly","(-ая, -ое, -ые); упря́мо"
385,урага́н,hurricane,
425,урага́н,hurricane,
386,у́рна,refuse bin,
426,у́рна,refuse bin,
387,у́ровень,"level, standard",р.п. у́ровня; мн.ч. у́ровни
427,у́ровень,"level, standard",р.п. у́ровня; мн.ч. у́ровни
388,урожа́й,"harvest, yield",
428,урожа́й,"harvest, yield",
389,уро́к,lesson,
429,уро́к,lesson,
390,уса́дьба,country estate,р.п. мн.ч. уса́деб
430,уса́дьба,country estate,р.п. мн.ч. уса́деб
391,уси́ливаться,"to become stronger, to intensify",нсв I — уси́литься св II
431,уси́ливаться,"to become stronger, to intensify",нсв I — уси́литься св II
392,уси́лить,"to strengthen, to intensify",св II
432,уси́лить,"to strengthen, to intensify",св II
393,ускоря́ть,"to quicken, to speed up, to hasten",нсв I — уско́рить св II
433,ускоря́ть,"to quicken, to speed up, to hasten",нсв I — уско́рить св II
394,усло́вие,"condition
1) success condition
2) live conditions","1) усло́вие успе́ха
2) только мн.ч. — усло́вия жи́зни"
434,усло́вие,"condition
1) success condition
2) live conditions","1) усло́вие успе́ха
2) только мн.ч. — усло́вия жи́зни"
395,усложня́ть,to complicate,нсв I — усложни́ть св II
